"ObjectType","Name","ExistsInFirstSite","ExistsInSecondSite","FirstSiteItemCount","SecondSiteItemCount","Status"
"Field","Related Issues","True","True","N/A","N/A","Matched"
"Field","Related Items","True","True","N/A","N/A","Matched"
"Field","Relation","True","True","N/A","N/A","Matched"
"Field","Remedy","True","True","N/A","N/A","Matched"
"Field","Repair Automatically","True","True","N/A","N/A","Matched"
"Field","Replies","True","True","N/A","N/A","Matched"
"Field","Replies","True","True","N/A","N/A","Matched"
"Field","Replies to reach next level","True","True","N/A","N/A","Matched"
"Field","Reply","True","True","N/A","N/A","Matched"
"Field","Report Category","True","True","N/A","N/A","Matched"
"Field","Report Created","True","True","N/A","N/A","Matched"
"Field","Report Created","True","True","N/A","N/A","Matched"
"Field","Report Created By","True","True","N/A","N/A","Matched"
"Field","Report Created By","True","True","N/A","N/A","Matched"
"Field","Report Description","True","True","N/A","N/A","Matched"
"Field","Report Modified","True","True","N/A","N/A","Matched"
"Field","Report Modified","True","True","N/A","N/A","Matched"
"Field","Report Modified By","True","True","N/A","N/A","Matched"
"Field","Report Modified By","True","True","N/A","N/A","Matched"
"Field","Report Modified Link","True","True","N/A","N/A","Matched"
"Field","Report Parent Name","True","True","N/A","N/A","Matched"
"Field","Report Status","True","True","N/A","N/A","Matched"
"Field","Reputation Score","True","True","N/A","N/A","Matched"
"Field","Required Field","True","True","N/A","N/A","Matched"
"Field","Required Fields","True","True","N/A","N/A","Matched"
"Field","Resolved","True","True","N/A","N/A","Matched"
"Field","Resolved By","True","True","N/A","N/A","Matched"
"Field","Resolved Date","True","True","N/A","N/A","Matched"
"Field","Resource Identifier","True","True","N/A","N/A","Matched"
"Field","Resource Type","True","True","N/A","N/A","Matched"
"Field","Resources","True","True","N/A","N/A","Matched"
"Field","Response","True","True","N/A","N/A","Matched"
"Field","Responsible Person","True","True","N/A","N/A","Matched"
"Field","Return","True","True","N/A","N/A","Matched"
"Field","Reusable HTML","True","True","N/A","N/A","Matched"
"Field","Reusable Text","True","True","N/A","N/A","Matched"
"Field","Rev No","True","True","N/A","N/A","Matched"
"Field","Review Date","True","True","N/A","N/A","Matched"
"Field","Review DueDate","True","True","N/A","N/A","Matched"
"Field","Reviewers","True","True","N/A","N/A","Matched"
"Field","Revision","True","True","N/A","N/A","Matched"
"Field","Revision Date","True","True","N/A","N/A","Matched"
"Field","Rights Management","True","True","N/A","N/A","Matched"
"Field","Role","True","True","N/A","N/A","Matched"
"Field","Rollup Image","True","True","N/A","N/A","Matched"
"Field","Root Cause","True","True","N/A","N/A","Matched"
"Field","Route To External Location","True","True","N/A","N/A","Matched"
"Field","Rule Name","True","True","N/A","N/A","Matched"
"Field","Rule Settings","True","True","N/A","N/A","Matched"
"Field","Safe for Authenticated Use","True","True","N/A","N/A","Matched"
"Field","Sales Team","True","True","N/A","N/A","Matched"
"Field","Save to report history","True","True","N/A","N/A","Matched"
"Field","Schedule","True","True","N/A","N/A","Matched"
"Field","Scheduling End Date","True","True","N/A","N/A","Matched"
"Field","Scheduling Start Date","True","True","N/A","N/A","Matched"
"Field","Scope","True","True","N/A","N/A","Matched"
"Field","Selection Checkbox","True","True","N/A","N/A","Matched"
"Field","Severity","True","True","N/A","N/A","Matched"
"Field","Severity","True","True","N/A","N/A","Matched"
"Field","Shared With","True","True","N/A","N/A","Matched"
"Field","Shared With Details","True","True","N/A","N/A","Matched"
"Field","Show Download Link","True","True","N/A","N/A","Matched"
"Field","Show Embed Link","True","True","N/A","N/A","Matched"
"Field","Show in Catalog","True","True","N/A","N/A","Matched"
"Field","Show in drop-down menu","True","True","N/A","N/A","Matched"
"Field","Show in Landing Page","True","True","N/A","N/A","Matched"
"Field","SIP Address","True","True","N/A","N/A","Matched"
"Field","Site","True","True","N/A","N/A","Matched"
"Field","Site Page Flags","True","True","N/A","N/A","Matched"
"Field","Source","True","True","N/A","N/A","Matched"
"Field","Source Name (Converted Document)","True","True","N/A","N/A","Matched"
"Field","Source Version (Converted Document)","True","True","N/A","N/A","Matched"
"Field","Spouse/Domestic Partner","True","True","N/A","N/A","Matched"
"Field","Standalone","True","True","N/A","N/A","Matched"
"Field","Start","True","True","N/A","N/A","Matched"
"Field","Start Date","True","True","N/A","N/A","Matched"
"Field","State/Province","True","True","N/A","N/A","Matched"
"Field","Status","True","True","N/A","N/A","Matched"
"Field","Status","True","True","N/A","N/A","Matched"
"Field","Status","True","True","N/A","N/A","Matched"
"Field","Status","True","True","N/A","N/A","Matched"
"Field","Subject","True","True","N/A","N/A","Matched"
"Field","Subject","True","True","N/A","N/A","Matched"
"Field","Subject","True","True","N/A","N/A","Matched"
"Field","Subject","True","True","N/A","N/A","Matched"
"Field","Submission Content Type","True","True","N/A","N/A","Matched"
"Field","Submission Time","True","True","N/A","N/A","Matched"
"Field","Submitted by","True","True","N/A","N/A","Matched"
"Field","SubTopic Name","True","True","N/A","N/A","Matched"
"Field","Suffix","True","True","N/A","N/A","Matched"
"Field","Summary Links","True","True","N/A","N/A","Matched"
"Field","Summary Links 2","True","True","N/A","N/A","Matched"
"Field","Tag Department","True","True","N/A","N/A","Matched"
"Field","Tag to CIT Landing Page","True","True","N/A","N/A","Matched"
"Field","TagDepartment","True","True","N/A","N/A","Matched"
"Field","TagFacility","True","True","N/A","N/A","Matched"
"Field","TagStatus","True","True","N/A","N/A","Matched"
"Field","Target Audiences","True","True","N/A","N/A","Matched"
"Field","Target Control Type","True","True","N/A","N/A","Matched"
"Field","Target Control Type (Search)","True","True","N/A","N/A","Matched"
"Field","Target Folder","True","True","N/A","N/A","Matched"
"Field","Target Library","True","True","N/A","N/A","Matched"
"Field","Target List Template ID","True","True","N/A","N/A","Matched"
"Field","Target Path","True","True","N/A","N/A","Matched"
"Field","Target Scope","True","True","N/A","N/A","Matched"
"Field","Target Web Part","True","True","N/A","N/A","Matched"
"Field","TargetAudience","True","True","N/A","N/A","Matched"
"Field","Task Group","True","True","N/A","N/A","Matched"
"Field","Task Outcome","True","True","N/A","N/A","Matched"
"Field","Task Status","True","True","N/A","N/A","Matched"
"Field","Telex","True","True","N/A","N/A","Matched"
"Field","Template Id","True","True","N/A","N/A","Matched"
"Field","Template Level","True","True","N/A","N/A","Matched"
"Field","Terms","True","True","N/A","N/A","Matched"
"Field","TestLookup","True","True","N/A","N/A","Matched"
"Field","Threading","True","True","N/A","N/A","Matched"
"Field","Thumbnail","True","True","N/A","N/A","Matched"
"Field","Thumbnail Preview","True","True","N/A","N/A","Matched"
"Field","Time In","True","True","N/A","N/A","Matched"
"Field","Time Out","True","True","N/A","N/A","Matched"
"Field","Title","True","True","N/A","N/A","Matched"
"Field","Title","True","True","N/A","N/A","Matched"
"Field","Title","True","True","N/A","N/A","Matched"
"Field","Topic header","True","True","N/A","N/A","Matched"
"Field","Topic Name","True","True","N/A","N/A","Matched"
"Field","Total Work","True","True","N/A","N/A","Matched"
"Field","Translated Items","True","True","N/A","N/A","Matched"
"Field","Translation Language","True","True","N/A","N/A","Matched"
"Field","Translation Status","True","True","N/A","N/A","Matched"
"Field","Translation Status","True","True","N/A","N/A","Matched"
"Field","Translation type","True","True","N/A","N/A","Matched"
"Field","Translator Name","True","True","N/A","N/A","Matched"
"Field","Translator Name","True","True","N/A","N/A","Matched"
"Field","Trend","True","True","N/A","N/A","Matched"
"Field","TTY-TDD Phone","True","True","N/A","N/A","Matched"
"Field","Type","True","True","N/A","N/A","Matched"
"Field","UDC Purpose","True","True","N/A","N/A","Matched"
"Field","Unified Compliance Policy Properties","True","True","N/A","N/A","Matched"
"Field","Unsafe Acts","True","True","N/A","N/A","Matched"
"Field","Unsafe Conditions","True","True","N/A","N/A","Matched"
"Field","Update Error","True","True","N/A","N/A","Matched"
"Field","Upload Job Size","True","True","N/A","N/A","Matched"
"Field","Upload Time","True","True","N/A","N/A","Matched"
"Field","Uploading User","True","True","N/A","N/A","Matched"
"Field","Url","True","True","N/A","N/A","Matched"
"Field","URL","True","True","N/A","N/A","Matched"
"Field","URL","True","True","N/A","N/A","Matched"
"Field","URL","True","True","N/A","N/A","Matched"
"Field","URL","True","True","N/A","N/A","Matched"
"Field","User Expiration","True","True","N/A","N/A","Matched"
"Field","User Field 1","True","True","N/A","N/A","Matched"
"Field","User Field 2","True","True","N/A","N/A","Matched"
"Field","User Field 3","True","True","N/A","N/A","Matched"
"Field","User Field 4","True","True","N/A","N/A","Matched"
"Field","User ID","True","True","N/A","N/A","Matched"
"Field","User Last Deletion Time","True","True","N/A","N/A","Matched"
"Field","User Name","True","True","N/A","N/A","Matched"
"Field","Vacation Length","True","True","N/A","N/A","Matched"
"Field","Vacation Type","True","True","N/A","N/A","Matched"
"Field","Value Cell","True","True","N/A","N/A","Matched"
"Field","Value Expression","True","True","N/A","N/A","Matched"
"Field","Value Sheet","True","True","N/A","N/A","Matched"
"Field","Value Stream","True","True","N/A","N/A","Matched"
"Field","Variations","True","True","N/A","N/A","Matched"
"Field","Vary by Custom Parameter","True","True","N/A","N/A","Matched"
"Field","Vary by HTTP Header","True","True","N/A","N/A","Matched"
"Field","Vary by Query String Parameters","True","True","N/A","N/A","Matched"
"Field","Vary by User Rights","True","True","N/A","N/A","Matched"
"Field","Version","True","True","N/A","N/A","Matched"
"Field","Version","True","True","N/A","N/A","Matched"
"Field","Version","True","True","N/A","N/A","Matched"
"Field","View Guid","True","True","N/A","N/A","Matched"
"Field","View Style ID","True","True","N/A","N/A","Matched"
"Field","Warning Cell","True","True","N/A","N/A","Matched"
"Field","Warning from workbook","True","True","N/A","N/A","Matched"
"Field","Warning Sheet","True","True","N/A","N/A","Matched"
"Field","Web Page","True","True","N/A","N/A","Matched"
"Field","Web Preview","True","True","N/A","N/A","Matched"
"Field","WFStatus","True","True","N/A","N/A","Matched"
"Field","Wiki Categories","True","True","N/A","N/A","Matched"
"Field","Wiki Content","True","True","N/A","N/A","Matched"
"Field","Workflow Association ID","True","True","N/A","N/A","Matched"
"Field","Workflow History Parent Instance","True","True","N/A","N/A","Matched"
"Field","Workflow Name","True","True","N/A","N/A","Matched"
"Field","Workflow Template ID","True","True","N/A","N/A","Matched"
"Field","Workspace","True","True","N/A","N/A","Matched"
"Field","WSDescription","True","True","N/A","N/A","Matched"
"Field","WSDisplayName","True","True","N/A","N/A","Matched"
"Field","WSEnabled","True","True","N/A","N/A","Matched"
"Field","WSEventContextKeys","True","True","N/A","N/A","Matched"
"Field","WSEventSource","True","True","N/A","N/A","Matched"
"Field","WSEventSourceGUID","True","True","N/A","N/A","Matched"
"Field","WSEventType","True","True","N/A","N/A","Matched"
"Field","WSGUID","True","True","N/A","N/A","Matched"
"Field","WSPublishError","True","True","N/A","N/A","Matched"
"Field","WSPublishState","True","True","N/A","N/A","Matched"
"Field","Year","True","True","N/A","N/A","Matched"
"Field","ZIP/Postal Code","True","True","N/A","N/A","Matched"
"Navigation","Home","True","System.Object[]","N/A","N/A","Matched"
"Navigation","Newsletters","True","True","N/A","N/A","Matched"
"Navigation","IRMTest","True","True","N/A","N/A","Matched"
"Navigation","Pages","True","True","N/A","N/A","Matched"
"Navigation","Recent","True","False","N/A","N/A","Missing in Second Site"
"Navigation","RFETest01","True","True","N/A","N/A","Matched"
"Navigation","Phone Lists","True","True","N/A","N/A","Matched"
"Navigation","ServiceNowEndUsers","True","True","N/A","N/A","Matched"
"Navigation","CarlisleIT Human Resources","True","True","N/A","N/A","Matched"
"Navigation","Cerritos","True","True","N/A","N/A","Matched"
"Navigation","COS","True","True","N/A","N/A","Matched"
"Navigation","DG Engineering Project","True","True","N/A","N/A","Matched"
"Navigation","EHS","True","True","N/A","N/A","Matched"
"Navigation","Finance","True","True","N/A","N/A","Matched"
"Navigation","Franklin","True","True","N/A","N/A","Matched"
"Navigation","Info Central","True","True","N/A","N/A","Matched"
"Navigation","Information Technology","True","True","N/A","N/A","Matched"
"Navigation","Marketing","True","True","N/A","N/A","Matched"
"Navigation","Master Data Management Project","True","True","N/A","N/A","Matched"
"Navigation","OP-0036 Contract Review (Special Requirements)","True","True","N/A","N/A","Matched"
"Navigation","Play To Win","True","True","N/A","N/A","Matched"
"Navigation","Product Management","True","True","N/A","N/A","Matched"
"Navigation","Sales and Operation Planning","True","True","N/A","N/A","Matched"
"Navigation","Supply Chain","True","True","N/A","N/A","Matched"
"Navigation","Talent Development","True","True","N/A","N/A","Matched"
"Navigation","Tri-Star","True","True","N/A","N/A","Matched"
"Navigation","1CIT.aspx","True","True","N/A","N/A","Matched"
"Navigation","Corporate Policy and Procedures","True","True","N/A","N/A","Matched"
"Navigation","Sales Collateral","True","True","N/A","N/A","Matched"
"Navigation","Page not found","True","True","N/A","N/A","Matched"
"Navigation","Home","True","System.Object[]","N/A","N/A","Matched"
"Navigation","News And Announcement","True","True","N/A","N/A","Matched"
"Navigation","Testing App Parts","True","True","N/A","N/A","Matched"
"Navigation","Down Load the Latest","True","True","N/A","N/A","Matched"
"Navigation","Download the Latest Standard Documents","True","True","N/A","N/A","Matched"
"Navigation","Subject Matter Experts","True","True","N/A","N/A","Matched"
"Navigation","CONNECTions Management","True","True","N/A","N/A","Matched"
"Navigation","CarlisleIT Standard Forms & Templates","True","True","N/A","N/A","Matched"
"Navigation","Super Users","True","True","N/A","N/A","Matched"
"Navigation","Contributors to Landing Page","True","True","N/A","N/A","Matched"
"Navigation","IT","True","True","N/A","N/A","Matched"
"Navigation","All Alerts","True","True","N/A","N/A","Matched"
"Navigation","HR","True","True","N/A","N/A","Matched"
"Navigation","Learning","True","True","N/A","N/A","Matched"
"Navigation","CIT Contacts","True","True","N/A","N/A","Matched"
"Navigation","TestPage","True","True","N/A","N/A","Matched"
"Navigation","CarlisleIT 2018 Newsletters","True","System.Object[]","N/A","N/A","Matched"
"Navigation","CarlisleIT 2018 Newsletters","True","System.Object[]","N/A","N/A","Matched"
"Navigation","HomeOld.aspx","True","True","N/A","N/A","Matched"
"Navigation","Employee Spotlight","True","True","N/A","N/A","Matched"
"Navigation","Tools User Settings","True","True","N/A","N/A","Matched"
"Navigation","Upcoming ViewMore","True","True","N/A","N/A","Matched"
"Navigation","Home.aspx","True","False","N/A","N/A","Missing in Second Site"
"Navigation","Upcoming Events","True","True","N/A","N/A","Matched"
"Page","AD.aspx","True","True","N/A","N/A","Matched"
"Page","Forms-&-Templates.aspx","True","True","N/A","N/A","Matched"
"Page","LMS365CourseCatalog.aspx","True","True","N/A","N/A","Matched"
"Page","How To Use This Library.aspx","True","True","N/A","N/A","Matched"
"Page","test.aspx","True","True","N/A","N/A","Matched"
"Page","MediaTest.aspx","True","True","N/A","N/A","Matched"
"Page","Community Home.aspx","True","True","N/A","N/A","Matched"
"Page","About.aspx","True","True","N/A","N/A","Matched"
"Page","Topic.aspx","True","True","N/A","N/A","Matched"
"Page","Category.aspx","True","True","N/A","N/A","Matched"
"Page","Categories.aspx","True","True","N/A","N/A","Matched"
"Page","Members.aspx","True","True","N/A","N/A","Matched"
"Page","Test-Page.aspx","True","True","N/A","N/A","Matched"
"Page","Home.aspx","True","True","N/A","N/A","Matched"
"Feature","DocumentRoutingResources","True","System.Object[]","N/A","N/A","Matched"
"Feature","PublishingPrerequisites","True","System.Object[]","N/A","N/A","Matched"
"Feature","HelpCollectionRemoveDefault","True","System.Object[]","N/A","N/A","Matched"
"Feature","PublishingSite","True","System.Object[]","N/A","N/A","Matched"
"Feature","EnhancedTheming","True","System.Object[]","N/A","N/A","Matched"
"Feature","Ratings","True","System.Object[]","N/A","N/A","Matched"
"Feature","WebPartAdderGroups","True","System.Object[]","N/A","N/A","Matched"
"Feature","PremiumSite","True","System.Object[]","N/A","N/A","Matched"
"Feature","GlobalHold","True","System.Object[]","N/A","N/A","Matched"
"Feature","CTypes","True","System.Object[]","N/A","N/A","Matched"
"Feature","SignaturesWorkflowSPD","True","System.Object[]","N/A","N/A","Matched"
"Feature","UnifiedCompliancePolicy","True","System.Object[]","N/A","N/A","Matched"
"Feature","SocialSite","True","System.Object[]","N/A","N/A","Matched"
"Feature","SignaturesWorkflowSPD1033","True","System.Object[]","N/A","N/A","Matched"
"Feature","MixedRealityResources","True","System.Object[]","N/A","N/A","Matched"
"Feature","Navigation","True","System.Object[]","N/A","N/A","Matched"
"Feature","ExpirationWorkflow","True","System.Object[]","N/A","N/A","Matched"
"Feature","PublishingMobile","True","System.Object[]","N/A","N/A","Matched"
"Feature","ShareWithEveryone","True","System.Object[]","N/A","N/A","Matched"
"Feature","ItemFormRecommendations","True","System.Object[]","N/A","N/A","Matched"
"Feature","FastEndUserHelpCollection","True","System.Object[]","N/A","N/A","Matched"
"Feature","Fields","True","System.Object[]","N/A","N/A","Matched"
"Feature","HubSite","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1025","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1026","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1027","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1028","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1029","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1030","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1031","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1032","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1033","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1035","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1036","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1037","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1038","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1040","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1041","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1042","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1043","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1044","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1045","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1046","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1048","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1049","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1050","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1051","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1053","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1054","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1055","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1057","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1058","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1060","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1061","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1062","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1063","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1069","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1081","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1087","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD1110","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD2052","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD2070","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD2074","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD3082","True","System.Object[]","N/A","N/A","Matched"
"Feature","SearchDrivenContent","True","System.Object[]","N/A","N/A","Matched"
"Feature","VisioWebAccess","True","System.Object[]","N/A","N/A","Matched"
"Feature","MediaWebPart","True","System.Object[]","N/A","N/A","Matched"
"Feature","SearchTaxonomyRefinementWebPartsHtml","True","System.Object[]","N/A","N/A","Matched"
"Feature","OffWFCommon","True","System.Object[]","N/A","N/A","Matched"
"Feature","BizAppsSiteTemplates","True","System.Object[]","N/A","N/A","Matched"
"Feature","EnterpriseWikiSecondPhase","True","System.Object[]","N/A","N/A","Matched"
"Feature","BaseSite","True","System.Object[]","N/A","N/A","Matched"
"Feature","PortalLayouts","True","System.Object[]","N/A","N/A","Matched"
"Feature","Workflows","True","System.Object[]","N/A","N/A","Matched"
"Feature","SharePointHomeCache","True","System.Object[]","N/A","N/A","Matched"
"Feature","IssueTrackingWorkflow","True","System.Object[]","N/A","N/A","Matched"
"Feature","ProjectBasedPolicy","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewWorkflowsSPD","True","System.Object[]","N/A","N/A","Matched"
"Feature","PublishingLayouts","True","System.Object[]","N/A","N/A","Matched"
"Feature","PublishingResources","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewWorkflowsSPD1033","True","System.Object[]","N/A","N/A","Matched"
"Feature","spoguestintegration","True","System.Object[]","N/A","N/A","Matched"
"Feature","HtmlDesign","True","System.Object[]","N/A","N/A","Matched"
"Feature","Translation","True","System.Object[]","N/A","N/A","Matched"
"Feature","ExcelServerWebPart","True","System.Object[]","N/A","N/A","Matched"
"Feature","SearchWebParts","True","System.Object[]","N/A","N/A","Matched"
"Feature","BizAppsCTypes","True","System.Object[]","N/A","N/A","Matched"
"Feature","LocationBasedPolicy","True","System.Object[]","N/A","N/A","Matched"
"Feature","RecordResources","True","System.Object[]","N/A","N/A","Matched"
"Feature","SearchTaxonomyRefinementWebParts","True","System.Object[]","N/A","N/A","Matched"
"Feature","BasicWebParts","True","System.Object[]","N/A","N/A","Matched"
"Feature","EnterpriseWikiLayouts","True","System.Object[]","N/A","N/A","Matched"
"Feature","VideoAndRichMedia","True","System.Object[]","N/A","N/A","Matched"
"Feature","IPFSSiteFeatures","True","System.Object[]","N/A","N/A","Matched"
"Feature","DocId","True","System.Object[]","N/A","N/A","Matched"
"Feature","BizAppsFields","True","System.Object[]","N/A","N/A","Matched"
"Feature","MobileExcelWebAccess","True","System.Object[]","N/A","N/A","Matched"
"Feature","MossChart","True","System.Object[]","N/A","N/A","Matched"
"Feature","VivaTopicsConfigDataResources","True","System.Object[]","N/A","N/A","Matched"
"Feature","LocalSiteDirectoryControl","True","System.Object[]","N/A","N/A","Matched"
"Feature","ExcelServerSite","True","System.Object[]","N/A","N/A","Matched"
"Feature","AccSrvSolutionGallery","True","System.Object[]","N/A","N/A","Matched"
"Feature","AssetLibrary","True","System.Object[]","N/A","N/A","Matched"
"Feature","SitePageResources","True","System.Object[]","N/A","N/A","Matched"
"Feature","TaxonomyFieldAdded","True","System.Object[]","N/A","N/A","Matched"
"Feature","SearchExtensions","True","System.Object[]","N/A","N/A","Matched"
"Feature","TranslationWorkflow","True","System.Object[]","N/A","N/A","Matched"
"Feature","ReviewPublishingSPD","True","System.Object[]","N/A","N/A","Matched"
"Feature","SearchTemplatesandResources","True","System.Object[]","N/A","N/A","Matched"
"Feature","DocumentSet","True","System.Object[]","N/A","N/A","Matched"
"Feature","Reporting","True","System.Object[]","N/A","N/A","Matched"
"Group","Alert Approvers","True","True","N/A","N/A","Matched"
"Group","Alert Editor","True","True","N/A","N/A","Matched"
"Group","Approvers","True","True","N/A","N/A","Matched"
"Group","Authors","True","True","N/A","N/A","Matched"
"Group","Carlisle Companies Read Only","True","True","N/A","N/A","Matched"
"Group","CONNECTions Members","True","True","N/A","N/A","Matched"
"Group","CONNECTions Moderators","True","True","N/A","N/A","Matched"
"Group","CONNECTions Owners","True","True","N/A","N/A","Matched"
"Group","CONNECTions Visitors","True","True","N/A","N/A","Matched"
"Group","Designers","True","True","N/A","N/A","Matched"
"Group","Dongguan Members","True","True","N/A","N/A","Matched"
"Group","Dongguan Owners","True","True","N/A","N/A","Matched"
"Group","Dongguan Visitors","True","True","N/A","N/A","Matched"
"Group","Editors","True","True","N/A","N/A","Matched"
"Group","EHS Members","True","True","N/A","N/A","Matched"
"Group","EHS Owners","True","True","N/A","N/A","Matched"
"Group","EHS Visitors","True","True","N/A","N/A","Matched"
"Group","EPS Approval Group","True","True","N/A","N/A","Matched"
"Group","Excel Services Viewers","True","True","N/A","N/A","Matched"
"Group","External Access","True","True","N/A","N/A","Matched"
"Group","External Carlisle Companies Employees","True","True","N/A","N/A","Matched"
"Group","Franklin_Contributors","True","True","N/A","N/A","Matched"
"Group","Franklin Learning Administrators","True","True","N/A","N/A","Matched"
"Group","Franklin Learning Learners","True","True","N/A","N/A","Matched"
"Group","Franklin Learning Visitors","True","True","N/A","N/A","Matched"
"Group","Franklin Operations Members","True","True","N/A","N/A","Matched"
"Group","Franklin Operations Visitors","True","True","N/A","N/A","Matched"
"Group","Franklin Ops Contributors - KENT_Scorecard","True","True","N/A","N/A","Matched"
"Group","Franklin Ops Owner","True","True","N/A","N/A","Matched"
"Group","Hierarchy Managers","True","True","N/A","N/A","Matched"
"Group","Home Banner Authors","True","True","N/A","N/A","Matched"
"Group","IT Projects Members","True","True","N/A","N/A","Matched"
"Group","IT Projects Owners","True","True","N/A","N/A","Matched"
"Group","IT Projects Visitors","True","True","N/A","N/A","Matched"
"Group","KnowledgeBase Members","True","True","N/A","N/A","Matched"
"Group","KnowledgeBase Owners","True","True","N/A","N/A","Matched"
"Group","KnowledgeBase Visitors","True","True","N/A","N/A","Matched"
"Group","Learning Center Members","True","True","N/A","N/A","Matched"
"Group","Learning Center Moderators","True","True","N/A","N/A","Matched"
"Group","Learning Center Owners","True","True","N/A","N/A","Matched"
"Group","Learning Center Visitors","True","True","N/A","N/A","Matched"
"Group","Limited Access System Group","True","True","N/A","N/A","Matched"
"Group","Limited Access System Group For List 05631c16-6cc9-4e3d-aab2-d61bee8cce39","True","True","N/A","N/A","Matched"
"Group","Limited Access System Group For List 18bc6c9a-4392-4fe1-b643-77e009021878","True","True","N/A","N/A","Matched"
"Group","Limited Access System Group For List 1b82f095-3356-431f-8a6e-458640c4d399","True","True","N/A","N/A","Matched"
"Group","Limited Access System Group For List 1ba6fb16-c335-4fbe-a182-aaf8f1e0a976","True","True","N/A","N/A","Matched"
"Group","Limited Access System Group For List 1dec2cf4-fb98-4899-bcc6-2e6b3008b99f","True","True","N/A","N/A","Matched"
"Group","Limited Access System Group For List 204bff48-f395-416a-a8e8-7514f97bed72","True","True","N/A","N/A","Matched"
"Group","Limited Access System Group For List 22fe7782-1417-4b89-afc9-959cddd488b8","True","True","N/A","N/A","Matched"
"Group","Limited Access System Group For List 26023b3e-5067-46d9-9b02-f54516454cd9","True","True","N/A","N/A","Matched"
"Group","Limited Access System Group For List 31ba5315-7f92-4924-8b4d-7bcb7b356ebd","True","True","N/A","N/A","Matched"
"Group","Limited Access System Group For List 38e34a37-2595-4633-9a37-b938faee3682","True","True","N/A","N/A","Matched"
"Group","Limited Access System Group For List 43bbabf0-3ed8-4296-b192-fb2a29954d50","True","True","N/A","N/A","Matched"
"Group","Limited Access System Group For List 44883bdd-5ecb-46ad-b975-650860cfb526","True","True","N/A","N/A","Matched"
"Group","Limited Access System Group For List 4f1ca216-f6a7-434e-bcff-93fe6555b5c0","True","True","N/A","N/A","Matched"
"Group","Limited Access System Group For List 53e2d694-c6d7-4193-aa1b-1ec4dbe3c4b1","True","True","N/A","N/A","Matched"
"Group","Limited Access System Group For List 65a912aa-b1b6-4795-b2e2-178484253915","True","True","N/A","N/A","Matched"
